"tag"	"moltype"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
SA597_0001	cds	2.34814883027601	-0.36340058684332	1.25063577922164	-0.290572677418114	0.771378159091025	0.97511068578006
SA597_0002	cds	2.63798621290563	-0.185063302595512	1.24444892567525	-0.148711046935971	0.881781643976956	0.985168286643959
SA597_0003	cds	1.23729877050372	-0.579231443175129	1.82074424859108	-0.318128942943716	0.750387129909001	NA
SA597_0004	cds	2.91661337047314	1.74900475508154	1.19417006313006	1.46461949523102	0.143024760071496	0.737298181763915
SA597_0005	cds	12.9736918583565	0.908117902297033	0.612198557849602	1.48337151509613	0.137975731178514	0.731906372628074
SA597_0006	cds	29.4270162676189	0.223592869177064	0.36256588216826	0.616695834257507	0.537435369427432	0.964166105872218
SA597_0007	cds	4.21873563317153	-0.722753529011884	0.954582948959381	-0.757140623347378	0.448965618576035	0.947926217855059
SA597_0008	cds	0.578183143099741	-2.78528266965011	2.59689983493925	-1.07254143274081	0.283476914545198	NA
SA597_0009	cds	5.88149031119752	-1.7162669452649	0.889114147703846	-1.93031114137279	0.0535682974027928	0.517314073124624
SA597_0010	cds	0.896771261267947	-0.00905230426381674	2.08758357008816	-0.00433625958429749	0.996540176268655	NA
SA597_0011	cds	0.200766399833989	-0.00898487287243682	3.96546975350417	-0.00226577768358897	0.998192172514875	NA
SA597_0012	cds	0.765549557753908	-1.4102448867618	2.23737353658893	-0.630312669609848	0.528490035300979	NA
SA597_0013	cds	1.81717260750526	0.1312024361037	1.42928176223545	0.0917960611898482	0.926860073565433	NA
SA597_0014	cds	10.7502086283571	0.799247194141555	0.617236907371677	1.29487913732333	0.195361926491653	0.806929696378568
SA597_0015	cds	1.45508667544093	0.515924943138355	1.612866598699	0.319880728855393	0.749058747087978	NA
SA597_0016	cds	11.6013571307697	-0.231415647220064	0.564262185363221	-0.410120779352066	0.681717350435445	0.964166105872218
SA597_0017	cds	1.22461753635999	-0.251905344077214	1.85287874562532	-0.13595349651021	0.89185804393761	NA
SA597_0018	cds	0.93432124234117	-0.725321082109577	2.06947912534224	-0.35048485062135	0.725974857504595	NA
