"tag"	"moltype"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
SA150_0001	cds	2.73561075423195	-1.02669221392817	1.00828247289328	-1.01825851537622	0.308555117608159	0.692571316297275
SA150_0002	cds	1.79125033839721	-0.294668406162553	1.3174847854416	-0.223659817114157	0.823022015143601	NA
SA150_0003	cds	1.57103730370407	-1.17518155173751	1.47125847244187	-0.798759411585264	0.424429929750772	NA
SA150_0004	cds	2.72930451689846	0.909634124742432	1.03600723131065	0.87801908833364	0.379933359926304	0.741236588805086
SA150_0005	cds	10.6789791968072	0.373963250034267	0.511420699640852	0.731224313558065	0.464642151551731	0.790071801399808
SA150_0006	cds	13.5882847309564	-0.239990163637294	0.456496297784127	-0.525722037182398	0.599081350021711	0.849677707550248
SA150_0007	cds	3.20737524223135	0.28642420363393	0.950083130554111	0.301472781089041	0.763054002645815	0.911284037902589
SA150_0008	cds	0.784974425935451	1.55286546153158	2.28847378774696	0.67855942674371	0.497417058055991	NA
SA150_0009	cds	13.8901899207928	-1.25792013807204	0.475759141888858	-2.64402725521543	0.00819260590303215	0.109552288238221
SA150_0010	cds	0	NA	NA	NA	NA	NA
SA150_0011	cds	0.103101939536904	0.321649911630934	4.0804728567969	0.0788266269423059	0.93717052470321	NA
SA150_0012	cds	0.361202809238057	-0.640122760582696	4.0804728567969	-0.156874652288505	0.875343637031472	NA
SA150_0013	cds	1.84826398446375	1.053573910385	1.30517249511824	0.807229630049437	0.419534197842887	NA
SA150_0014	cds	10.5144265007759	-0.155556132674743	0.517229659079836	-0.300748671202423	0.763606151653194	0.911284037902589
SA150_0015	cds	1.26805608674456	1.16543586511115	1.68156535127696	0.6930660555215	0.488268098645769	NA
SA150_0016	cds	7.99720380046974	0.306332292878385	0.59444906730417	0.515321344968382	0.606328485677464	0.854499560084066
SA150_0017	cds	0.659525354698481	1.23159839297182	2.74433207257726	0.448778923395811	0.653591144379466	NA
SA150_0018	cds	2.72710588396165	0.114259754146355	1.08148433480427	0.10565086378901	0.915859367079271	0.97867874846138
SA150_0019	cds	8.77254252014566	0.115175019098055	0.619832354409961	0.185816403868904	0.852588740136495	0.953771450541799
SA150_0020	cds	8.31456802854254	-0.385094896699643	0.573336469592196	-0.671673471205406	0.501791593676911	0.814391631177268
SA150_0021	cds	2.9162587889509	0.0816091631526868	0.99266627153808	0.0822120842549007	0.934478064130527	0.985917223623951
SA150_0022	cds	0.440353260747497	1.97249350669786	3.98574496343327	0.49488703486908	0.620679863057303	NA
SA150_0023	cds	5.35177574720546	-0.0225689376373904	0.752818420538225	-0.0299792579746585	0.976083595472992	0.995117703286521
SA150_0024	cds	1.36929676923714	-0.286257989586957	1.57805328857775	-0.181399444276659	0.856054055045385	NA
