"tag"	"moltype"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
K8B78_00005	cds	1.87956443008938	-1.15258660524165	1.32827835010796	-0.867729723327926	0.385542310121176	NA
K8B78_00010	cds	3.58495900477321	-0.66738293265102	0.923866090571567	-0.722380591150533	0.470060516405577	0.900387397447457
K8B78_00015	cds	0.873488971868205	0.365932823055142	2.34631944217131	0.155960359223936	0.876064267554315	NA
K8B78_00020	cds	1.53874775721788	0.741876809026699	1.51524854025517	0.489607341183622	0.624411780652646	NA
K8B78_00025	cds	2.43782236441126	0.60408176450499	1.12293341754279	0.537949761818333	0.59061173248807	0.965146001870749
K8B78_00030	cds	7.46779034753306	-1.10565826797924	0.666718511361813	-1.65835843633749	0.0972451405968786	0.691585916564932
K8B78_00035	cds	1.27637472270867	-0.723163439357991	1.73207381977795	-0.417513059259045	0.676303174219662	NA
K8B78_00040	cds	0	NA	NA	NA	NA	NA
K8B78_00045	cds	0.339901624951872	1.64253523047859	4.01986317264604	0.408604760892249	0.682829736251643	NA
K8B78_00050	cds	0	NA	NA	NA	NA	NA
K8B78_00055	cds	0	NA	NA	NA	NA	NA
K8B78_00060	cds	0.0934020215157772	0.468845019313497	4.07760417783754	0.114980512787815	0.908460568131846	NA
K8B78_00065	cds	1.17253698629227	2.26426069330426	1.96189145472977	1.15412128833404	0.248450446737233	NA
K8B78_00070	cds	1.58230644219219	2.69998756209657	1.71728834127276	1.5722389171381	0.115895153097252	NA
K8B78_00075	cds	0.364938406729883	0.0647754228454347	4.05948601473725	0.0159565577046648	0.987269049207756	NA
K8B78_00080	cds	3.10213206844452	-1.14498226588117	1.01492197348086	-1.12814807029376	0.259257390778307	0.837120249742004
K8B78_00085	cds	3.02438152499007	2.11340028988544	1.18225414905025	1.78760234555592	0.0738401867948766	0.594216786158129
K8B78_00100	cds	0.598168323671833	2.47314154271161	3.04783141836091	0.811443023985112	0.417111300118844	NA
K8B78_00105	cds	1.26721137200378	1.1451811250106	1.7771787488525	0.644381509597745	0.519328071761555	NA
K8B78_00110	cds	0.868109884145579	1.68400622501465	2.52009870786588	0.668230264060068	0.503986619847687	NA
K8B78_00115	cds	0.568566172223303	-2.89091262120843	3.42174319451814	-0.844865455081451	0.398185963871056	NA
K8B78_00120	cds	0.949705732896357	0.283517029131226	2.53337015551928	0.111912990098801	0.91089239670056	NA
K8B78_00125	cds	0.43640106241829	0.32683492245364	3.74517257659287	0.0872683209570479	0.930458234140721	NA
K8B78_00130	cds	0.474578633543417	-1.37236758418988	3.87745796948326	-0.353934870472051	0.723387693479325	NA
K8B78_00135	cds	0.19058830601382	-1.43479834864703	4.0804728567969	-0.351625509836946	0.725119131391508	NA
